Invoice ID,Branch,City,Customer type,Product line,Quantity,Tax 5%,Total,Date
859-71-0933,C,Naypyitaw,Member,Sports and travel,2,1.549,32.529,1/16/19
740-11-5257,C,Naypyitaw,Normal,Electronic accessories,10,12.37,259.77,2/24/19
369-82-2676,B,Mandalay,Normal,Electronic accessories,5,18.915,397.215,1/15/19
563-47-4072,B,Mandalay,Normal,Health and beauty,6,16.743,351.603,1/22/19
742-04-5161,A,Yangon,Member,Home and lifestyle,10,36.39,764.19,2/3/19
149-15-7606,B,Mandalay,Member,Sports and travel,9,16.794,352.674,3/6/19
133-77-3154,B,Mandalay,Member,Fashion accessories,4,12.036,252.756,2/16/19
169-52-4504,A,Yangon,Normal,Electronic accessories,3,2.3535,49.4235,3/14/19
250-81-7186,C,Naypyitaw,Normal,Electronic accessories,1,4.9845,104.6745,2/27/19
562-12-5430,A,Yangon,Member,Fashion accessories,3,13.2225,277.6725,1/18/19
816-72-8853,A,Yangon,Member,Sports and travel,5,6.9825,146.6325,1/29/19
491-38-3499,A,Yangon,Member,Fashion accessories,1,2.7725,58.2225,2/26/19
322-02-2271,B,Mandalay,Normal,Sports and travel,3,6.4455,135.3555,2/3/19
842-29-4695,C,Naypyitaw,Member,Sports and travel,7,5.999,125.979,1/16/19
725-67-2480,B,Mandalay,Member,Fashion accessories,6,17.625,370.125,3/24/19
641-51-2661,C,Naypyitaw,Member,Food and beverages,10,43.55,914.55,2/12/19
714-02-3114,C,Naypyitaw,Normal,Sports and travel,2,9.88,207.48,2/21/19
518-17-2983,A,Yangon,Normal,Fashion accessories,4,9.726,204.246,2/4/19
779-42-2410,B,Mandalay,Member,Food and beverages,3,8.661,181.881,2/20/19
190-14-3147,B,Mandalay,Normal,Health and beauty,4,3.594,75.474,2/23/19
408-66-6712,C,Naypyitaw,Member,Health and beauty,6,14.313,300.573,2/16/19
679-22-6530,B,Mandalay,Normal,Sports and travel,2,4.062,85.302,1/17/19
588-47-8641,A,Yangon,Member,Fashion accessories,10,28.02,588.42,1/14/19
642-61-4706,B,Mandalay,Member,Food and beverages,2,9.34,196.14,3/30/19
576-31-4774,B,Mandalay,Normal,Health and beauty,3,11.0115,231.2415,3/2/19
556-41-6224,C,Naypyitaw,Normal,Health and beauty,8,13.456,282.576,2/15/19
811-03-8790,A,Yangon,Normal,Electronic accessories,10,22.74,477.54,3/1/19
242-11-3142,B,Mandalay,Member,Fashion accessories,2,8.377,175.917,2/24/19
752-23-3760,B,Mandalay,Member,Sports and travel,7,22.428,470.988,2/19/19
274-05-5470,A,Yangon,Member,Food and beverages,4,14.694,308.574,2/23/19
648-94-3045,C,Naypyitaw,Normal,Health and beauty,10,29.475,618.975,2/7/19
130-67-4723,A,Yangon,Member,Food and beverages,6,14.55,305.55,1/11/19
528-87-5606,B,Mandalay,Member,Electronic accessories,1,1.974,41.454,2/12/19
320-85-2052,B,Mandalay,Normal,Sports and travel,1,1.7405,36.5505,1/14/19
370-96-0655,C,Naypyitaw,Normal,Fashion accessories,6,14.796,310.716,1/9/19
105-10-6182,A,Yangon,Member,Fashion accessories,2,2.148,45.108,2/27/19
510-79-0415,B,Mandalay,Member,Sports and travel,6,6.924,145.404,1/24/19
241-96-5076,B,Mandalay,Member,Home and lifestyle,2,4.91,103.11,1/8/19
767-97-4650,B,Mandalay,Member,Sports and travel,2,6.483,136.143,1/8/19
648-83-1321,A,Yangon,Member,Home and lifestyle,10,31.78,667.38,1/16/19
173-57-2300,C,Naypyitaw,Member,Sports and travel,2,7.288,153.048,3/13/19
305-03-2383,A,Yangon,Normal,Food and beverages,3,10.065,211.365,2/15/19
394-55-6384,C,Naypyitaw,Member,Sports and travel,9,31.5855,663.2955,1/25/19
266-20-6657,C,Naypyitaw,Member,Food and beverages,7,19.264,404.544,3/12/19
689-05-1884,A,Yangon,Member,Health and beauty,10,24.315,510.615,3/4/19
196-01-2849,C,Naypyitaw,Member,Fashion accessories,7,25.683,539.343,2/10/19
372-62-5264,C,Naypyitaw,Normal,Food and beverages,9,23.67,497.07,1/16/19
800-09-8606,A,Yangon,Member,Home and lifestyle,5,21.8425,458.6925,1/29/19
182-52-7000,A,Yangon,Member,Sports and travel,4,5.408,113.568,1/1/19
826-58-8051,B,Mandalay,Normal,Home and lifestyle,4,12.438,261.198,1/6/19
868-06-0466,A,Yangon,Member,Electronic accessories,9,31.311,657.531,2/19/19
751-41-9720,C,Naypyitaw,Normal,Home and lifestyle,10,48.75,1023.75,1/12/19
626-43-7888,C,Naypyitaw,Normal,Fashion accessories,8,24.164,507.444,2/7/19
176-64-7711,B,Mandalay,Normal,Food and beverages,3,4.848,101.808,3/27/19
191-29-0321,B,Mandalay,Member,Fashion accessories,10,9.885,207.585,2/27/19
729-06-2010,B,Mandalay,Member,Health and beauty,9,36.2115,760.4415,1/6/19
640-48-5028,B,Mandalay,Member,Home and lifestyle,9,39.7755,835.2855,3/2/19
186-79-9562,B,Mandalay,Normal,Health and beauty,7,25.1195,527.5095,3/29/19
834-45-5519,B,Mandalay,Normal,Electronic accessories,4,8.6,180.6,1/31/19
162-65-8559,C,Naypyitaw,Member,Food and beverages,1,3.449,72.429,1/21/19
760-27-5490,C,Naypyitaw,Normal,Fashion accessories,8,6.248,131.208,1/20/19
445-30-9252,A,Yangon,Normal,Sports and travel,3,3.855,80.955,1/17/19
786-94-2700,A,Yangon,Member,Food and beverages,6,24.186,507.906,2/28/19
728-88-7867,C,Naypyitaw,Member,Home and lifestyle,4,15.106,317.226,3/19/19
183-21-3799,C,Naypyitaw,Normal,Electronic accessories,9,34.9335,733.6035,2/19/19
268-20-3585,C,Naypyitaw,Normal,Health and beauty,9,6.2325,130.8825,2/4/19
735-32-9839,C,Naypyitaw,Member,Fashion accessories,8,39.48,829.08,1/31/19
258-92-7466,A,Yangon,Normal,Health and beauty,5,8.92,187.32,2/6/19
857-16-3520,A,Yangon,Member,Fashion accessories,7,25.011,525.231,3/28/19
482-17-1179,A,Yangon,Member,Electronic accessories,3,1.791,37.611,1/19/19
788-21-5741,A,Yangon,Normal,Fashion accessories,3,6.807,142.947,2/17/19
821-14-9046,B,Mandalay,Member,Fashion accessories,6,5.244,110.124,1/18/19
418-05-0656,B,Mandalay,Normal,Fashion accessories,7,8.946,187.866,2/2/19
678-79-0726,C,Naypyitaw,Member,Sports and travel,9,40.7835,856.4535,1/18/19
776-68-1096,B,Mandalay,Normal,Home and lifestyle,3,6.618,138.978,3/18/19
592-46-1692,C,Naypyitaw,Member,Food and beverages,7,12.8695,270.2595,1/11/19
434-35-9162,B,Mandalay,Member,Food and beverages,4,4.668,98.028,2/4/19
149-14-0304,C,Naypyitaw,Member,Health and beauty,8,11.4,239.4,2/6/19
442-44-6497,C,Naypyitaw,Member,Home and lifestyle,3,8.3355,175.0455,1/8/19
174-64-0215,B,Mandalay,Normal,Sports and travel,10,34.87,732.27,3/5/19
210-74-9613,C,Naypyitaw,Normal,Fashion accessories,4,19.452,408.492,3/16/19
299-29-0180,B,Mandalay,Member,Home and lifestyle,7,18.263,383.523,3/9/19
247-11-2470,A,Yangon,Member,Fashion accessories,4,4.464,93.744,3/1/19
635-28-5728,A,Yangon,Normal,Health and beauty,3,8.4,176.4,2/28/19
756-49-0168,A,Yangon,Member,Fashion accessories,1,0.985,20.685,2/8/19
438-23-1242,B,Mandalay,Normal,Electronic accessories,7,26.558,557.718,1/24/19
238-45-6950,B,Mandalay,Member,Food and beverages,1,2.686,56.406,3/1/19
607-65-2441,C,Naypyitaw,Member,Health and beauty,10,40.975,860.475,3/10/19
386-27-7606,C,Naypyitaw,Member,Home and lifestyle,7,28.42,596.82,3/23/19
137-63-5492,C,Naypyitaw,Normal,Electronic accessories,10,29.38,616.98,1/29/19
197-77-7132,B,Mandalay,Member,Electronic accessories,8,36.624,769.104,1/12/19
805-86-0265,A,Yangon,Normal,Home and lifestyle,9,42.282,887.922,3/20/19
733-29-1227,C,Naypyitaw,Normal,Home and lifestyle,7,19.4635,408.7335,3/23/19
451-73-2711,C,Naypyitaw,Normal,Food and beverages,1,4.2415,89.0715,1/14/19
373-14-0504,A,Yangon,Member,Sports and travel,2,7.163,150.423,2/12/19
546-80-2899,A,Yangon,Member,Home and lifestyle,2,3.769,79.149,2/20/19
345-68-9016,C,Naypyitaw,Member,Sports and travel,8,12.668,266.028,1/2/19
390-17-5806,C,Naypyitaw,Member,Food and beverages,1,1.921,40.341,2/2/19
457-13-1708,B,Mandalay,Member,Fashion accessories,10,32.615,684.915,1/8/19
664-14-2882,C,Naypyitaw,Member,Home and lifestyle,5,2.6325,55.2825,1/30/19
487-79-6868,B,Mandalay,Member,Home and lifestyle,9,5.5305,116.1405,3/26/19
314-23-4520,C,Naypyitaw,Member,Health and beauty,7,28.4305,597.0405,1/15/19
210-30-7976,B,Mandalay,Member,Fashion accessories,4,4.464,93.744,3/14/19
585-86-8361,A,Yangon,Normal,Food and beverages,5,6.82,143.22,2/3/19
807-14-7833,A,Yangon,Member,Electronic accessories,10,8.71,182.91,2/22/19
775-72-1988,B,Mandalay,Normal,Home and lifestyle,5,18.32,384.72,1/24/19
288-38-3758,C,Naypyitaw,Member,Fashion accessories,3,12.7305,267.3405,1/25/19
652-43-6591,A,Yangon,Normal,Fashion accessories,8,38.916,817.236,3/9/19
785-96-0615,B,Mandalay,Member,Electronic accessories,8,14.296,300.216,2/17/19
406-46-7107,A,Yangon,Normal,Home and lifestyle,6,28.956,608.076,1/11/19
250-17-5703,A,Yangon,Member,Food and beverages,10,9.425,197.925,2/27/19
156-95-3964,A,Yangon,Normal,Food and beverages,4,11.078,232.638,3/25/19
842-40-8179,B,Mandalay,Member,Food and beverages,10,38.6,810.6,2/11/19
525-09-8450,B,Mandalay,Normal,Electronic accessories,10,36.065,757.365,1/31/19
410-67-1709,A,Yangon,Member,Fashion accessories,8,25.552,536.592,1/20/19
587-73-4862,A,Yangon,Member,Health and beauty,5,2.6725,56.1225,3/26/19
787-87-2010,A,Yangon,Member,Health and beauty,4,11.1,233.1,1/20/19
593-14-4239,B,Mandalay,Normal,Home and lifestyle,8,38.184,801.864,3/5/19
801-88-0346,C,Naypyitaw,Normal,Fashion accessories,3,11.409,239.589,1/5/19
388-76-2555,B,Mandalay,Normal,Sports and travel,6,4.107,86.247,2/13/19
711-31-1234,B,Mandalay,Normal,Electronic accessories,4,19.128,401.688,3/16/19
886-54-6089,A,Yangon,Normal,Home and lifestyle,6,3.429,72.009,1/15/19
707-32-7409,B,Mandalay,Member,Sports and travel,4,19.108,401.268,2/26/19
759-98-4285,C,Naypyitaw,Member,Health and beauty,7,30.0545,631.1445,2/27/19
201-63-8275,C,Naypyitaw,Member,Sports and travel,7,23.7965,499.7265,2/17/19
471-06-8611,C,Naypyitaw,Normal,Food and beverages,1,2.621,55.041,2/6/19
200-16-5952,C,Naypyitaw,Member,Food and beverages,2,6.565,137.865,1/17/19
120-54-2248,B,Mandalay,Normal,Food and beverages,5,7.215,151.515,1/22/19
102-77-2261,C,Naypyitaw,Member,Health and beauty,7,22.8585,480.0285,3/5/19
875-31-8302,B,Mandalay,Normal,Sports and travel,1,4.669,98.049,1/3/19
102-06-2002,C,Naypyitaw,Member,Sports and travel,5,6.3125,132.5625,3/20/19
457-94-0464,B,Mandalay,Member,Electronic accessories,9,39.5415,830.3715,1/31/19
629-42-4133,C,Naypyitaw,Normal,Health and beauty,8,8.72,183.12,2/19/19
534-53-3526,A,Yangon,Normal,Sports and travel,4,18.952,397.992,2/11/19
307-04-2070,A,Yangon,Member,Fashion accessories,1,1.531,32.151,2/5/19
468-99-7231,C,Naypyitaw,Normal,Home and lifestyle,8,17.604,369.684,3/3/19
516-77-6464,C,Naypyitaw,Member,Health and beauty,5,2.54,53.34,2/24/19
404-91-5964,A,Yangon,Normal,Electronic accessories,7,26.103,548.163,2/4/19
886-77-9084,C,Naypyitaw,Normal,Electronic accessories,8,28.756,603.876,2/19/19
790-38-4466,C,Naypyitaw,Normal,Health and beauty,5,2.7475,57.6975,1/23/19
704-10-4056,C,Naypyitaw,Member,Health and beauty,3,9.0705,190.4805,1/14/19
497-37-6538,A,Yangon,Normal,Sports and travel,7,20.6185,432.9885,1/17/19
651-96-5970,A,Yangon,Normal,Fashion accessories,1,2.3205,48.7305,3/3/19
400-80-4065,C,Naypyitaw,Member,Health and beauty,4,13.71,287.91,2/15/19
744-16-7898,B,Mandalay,Normal,Home and lifestyle,10,48.685,1022.385,1/15/19
263-12-5321,A,Yangon,Member,Electronic accessories,7,32.41,680.61,2/27/19
702-72-0487,A,Yangon,Normal,Electronic accessories,2,4.661,97.881,2/26/19
605-83-1050,B,Mandalay,Normal,Fashion accessories,2,2.718,57.078,3/15/19
443-60-9639,C,Naypyitaw,Member,Home and lifestyle,1,3.0435,63.9135,1/24/19
864-24-7918,A,Yangon,Member,Sports and travel,10,12.245,257.145,2/22/19
359-94-5395,B,Mandalay,Normal,Health and beauty,1,4.639,97.419,3/15/19
401-09-4232,C,Naypyitaw,Member,Home and lifestyle,5,21.6725,455.1225,2/11/19
751-15-6198,B,Mandalay,Normal,Sports and travel,6,6.903,144.963,1/12/19
324-41-6833,C,Naypyitaw,Member,Electronic accessories,8,12.08,253.68,3/3/19
474-33-8305,C,Naypyitaw,Member,Fashion accessories,7,23.5865,495.3165,3/23/19
759-29-9521,A,Yangon,Member,Fashion accessories,9,22.032,462.672,3/4/19
831-81-6575,B,Mandalay,Member,Electronic accessories,9,34.0155,714.3255,2/23/19
220-68-6701,A,Yangon,Normal,Home and lifestyle,4,15.494,325.374,3/17/19
618-34-8551,A,Yangon,Normal,Sports and travel,2,9.318,195.678,1/16/19
257-60-7754,A,Yangon,Normal,Electronic accessories,4,10.046,210.966,1/8/19
559-61-5987,B,Mandalay,Normal,Health and beauty,1,0.8875,18.6375,1/14/19
189-55-2313,C,Naypyitaw,Normal,Fashion accessories,10,31.09,652.89,1/31/19
565-91-4567,B,Mandalay,Normal,Health and beauty,8,4.3,90.3,3/15/19
380-60-5336,A,Yangon,Normal,Electronic accessories,10,20.13,422.73,2/24/19
815-04-6282,C,Naypyitaw,Member,Sports and travel,5,16.2425,341.0925,2/8/19
674-56-6360,A,Yangon,Normal,Electronic accessories,1,4.7575,99.9075,3/22/19
778-34-2523,A,Yangon,Member,Electronic accessories,8,19.448,408.408,1/24/19
499-27-7781,B,Mandalay,Normal,Food and beverages,8,21.284,446.964,3/14/19
477-59-2456,C,Naypyitaw,Normal,Fashion accessories,7,15.904,333.984,1/23/19
832-51-6761,A,Yangon,Normal,Food and beverages,8,13.552,284.592,1/19/19
869-11-3082,B,Mandalay,Member,Health and beauty,4,19.232,403.872,1/27/19
190-59-3964,B,Mandalay,Member,Food and beverages,5,11.79,247.59,2/3/19
366-43-6862,B,Mandalay,Normal,Electronic accessories,4,10.578,222.138,3/25/19
186-43-8965,A,Yangon,Member,Home and lifestyle,2,4.768,100.128,2/24/19
784-21-9238,C,Naypyitaw,Member,Sports and travel,1,0.5085,10.6785,2/7/19
276-75-6884,A,Yangon,Normal,Health and beauty,3,10.3065,216.4365,3/4/19
109-86-4363,B,Mandalay,Member,Sports and travel,7,21.028,441.588,2/14/19
569-76-2760,A,Yangon,Member,Sports and travel,4,4.402,92.442,1/29/19
222-42-0244,B,Mandalay,Member,Health and beauty,9,32.4495,681.4395,1/28/19
760-53-9233,A,Yangon,Member,Fashion accessories,3,6.192,130.032,3/26/19
538-22-0304,C,Naypyitaw,Normal,Electronic accessories,10,32.475,681.975,3/24/19
416-17-9926,A,Yangon,Member,Electronic accessories,10,37.11,779.31,1/1/19
237-44-6163,A,Yangon,Normal,Electronic accessories,8,4.224,88.704,1/24/19
636-17-0325,B,Mandalay,Normal,Health and beauty,4,12.514,262.794,2/25/19
343-75-9322,B,Mandalay,Member,Sports and travel,8,4.74,99.54,1/9/19
528-14-9470,A,Yangon,Member,Health and beauty,1,4.565,95.865,2/14/19
427-45-9297,B,Mandalay,Member,Home and lifestyle,7,14.2555,299.3655,3/12/19
807-34-3742,A,Yangon,Normal,Fashion accessories,1,2.619,54.999,3/26/19
288-62-1085,A,Yangon,Member,Fashion accessories,5,9.635,202.335,1/9/19
670-71-7306,B,Mandalay,Normal,Sports and travel,6,13.389,281.169,1/2/19
660-29-7083,C,Naypyitaw,Normal,Electronic accessories,10,27.935,586.635,1/15/19
271-77-8740,C,Naypyitaw,Member,Sports and travel,6,8.766,184.086,1/1/19
497-36-0989,A,Yangon,Normal,Fashion accessories,3,7.791,163.611,2/15/19
291-59-1384,B,Mandalay,Normal,Electronic accessories,1,3.015,63.315,2/28/19
860-73-6466,A,Yangon,Member,Sports and travel,2,3.947,82.887,3/2/19
549-23-9016,C,Naypyitaw,Member,Food and beverages,2,1.487,31.227,2/13/19
896-34-0956,A,Yangon,Normal,Fashion accessories,1,1.066,22.386,1/26/19
804-38-3935,A,Yangon,Member,Electronic accessories,3,14.067,295.407,1/30/19
585-90-0249,A,Yangon,Member,Electronic accessories,1,3.663,76.923,1/27/19
862-29-5914,C,Naypyitaw,Normal,Sports and travel,1,1.119,23.499,1/30/19
845-94-6841,C,Naypyitaw,Member,Food and beverages,9,32.796,688.716,1/8/19
125-45-2293,A,Yangon,Normal,Fashion accessories,6,29.73,624.33,1/19/19
843-73-4724,A,Yangon,Normal,Fashion accessories,1,3.705,77.805,1/25/19
409-33-9708,A,Yangon,Normal,Fashion accessories,2,9.848,206.808,2/19/19
658-66-3967,C,Naypyitaw,Normal,Health and beauty,7,18.6165,390.9465,1/14/19
866-70-2814,B,Mandalay,Normal,Electronic accessories,10,26.395,554.295,2/25/19
160-22-2687,A,Yangon,Member,Health and beauty,5,23.9875,503.7375,1/23/19
895-03-6665,B,Mandalay,Normal,Fashion accessories,9,16.4295,345.0195,2/16/19
770-42-8960,B,Mandalay,Normal,Food and beverages,8,8.448,177.408,1/1/19
748-45-2862,A,Yangon,Member,Home and lifestyle,4,5.662,118.902,3/7/19
234-36-2483,B,Mandalay,Normal,Health and beauty,6,17.277,362.817,2/15/19
316-66-3011,A,Yangon,Member,Food and beverages,9,21.4335,450.1035,1/23/19
848-95-6252,C,Naypyitaw,Member,Home and lifestyle,1,4.3135,90.5835,2/20/19
840-76-5966,A,Yangon,Member,Sports and travel,2,1.276,26.796,1/8/19
152-03-4217,B,Mandalay,Normal,Home and lifestyle,9,5.076,106.596,3/17/19
533-66-5566,B,Mandalay,Normal,Home and lifestyle,7,17.8745,375.3645,1/12/19
124-31-1458,A,Yangon,Member,Electronic accessories,3,11.9385,250.7085,1/8/19
176-78-1170,C,Naypyitaw,Member,Health and beauty,3,5.0715,106.5015,1/26/19
361-59-0574,B,Mandalay,Member,Sports and travel,8,36.212,760.452,3/15/19
101-81-4070,C,Naypyitaw,Member,Health and beauty,2,6.282,131.922,1/17/19
631-34-1880,C,Naypyitaw,Member,Food and beverages,3,3.6465,76.5765,1/8/19
852-82-2749,A,Yangon,Normal,Sports and travel,4,12.918,271.278,1/6/19
873-14-6353,A,Yangon,Member,Food and beverages,7,8.687,182.427,2/16/19
584-66-4073,C,Naypyitaw,Normal,Fashion accessories,1,2.825,59.325,3/13/19
544-55-9589,B,Mandalay,Member,Electronic accessories,10,10.715,225.015,1/28/19
166-19-2553,A,Yangon,Member,Sports and travel,6,26.718,561.078,1/18/19
737-88-5876,A,Yangon,Member,Home and lifestyle,4,4.658,97.818,3/19/19
154-87-7367,C,Naypyitaw,Normal,Home and lifestyle,8,26.104,548.184,3/15/19
885-56-0389,C,Naypyitaw,Member,Fashion accessories,1,2.6175,54.9675,2/12/19
608-05-3804,B,Mandalay,Member,Electronic accessories,1,1.9875,41.7375,2/25/19
448-61-3783,A,Yangon,Normal,Electronic accessories,8,36.008,756.168,3/21/19
761-49-0439,B,Mandalay,Member,Electronic accessories,8,4.84,101.64,1/19/19
490-95-0021,B,Mandalay,Member,Food and beverages,10,16.605,348.705,1/8/19
115-38-7388,C,Naypyitaw,Member,Fashion accessories,8,4.072,85.512,3/30/19
311-13-6971,B,Mandalay,Member,Sports and travel,10,15.995,335.895,2/20/19
291-55-6563,A,Yangon,Member,Home and lifestyle,6,10.326,216.846,3/30/19
548-48-3156,A,Yangon,Member,Food and beverages,2,8.334,175.014,3/19/19
460-93-5834,A,Yangon,Normal,Sports and travel,7,15.953,335.013,1/13/19
325-89-4209,A,Yangon,Member,Food and beverages,1,4.395,92.295,2/5/19
884-80-6021,A,Yangon,Member,Electronic accessories,10,36.735,771.435,3/23/19
137-74-8729,C,Naypyitaw,Normal,Fashion accessories,8,4.876,102.396,3/13/19
880-46-5796,A,Yangon,Member,Sports and travel,10,38.46,807.66,3/17/19
389-70-2397,C,Naypyitaw,Normal,Health and beauty,5,20.915,439.215,2/21/19
114-35-5271,B,Mandalay,Normal,Electronic accessories,8,23.164,486.444,2/7/19
607-76-6216,C,Naypyitaw,Member,Fashion accessories,5,23.1225,485.5725,3/2/19
715-20-1673,B,Mandalay,Normal,Electronic accessories,5,7.095,148.995,3/6/19
811-35-1094,B,Mandalay,Member,Electronic accessories,6,15.135,317.835,2/6/19
699-88-1972,B,Mandalay,Normal,Health and beauty,8,39.664,832.944,1/28/19
781-84-8059,C,Naypyitaw,Normal,Fashion accessories,7,21.259,446.439,1/18/19
409-49-6995,C,Naypyitaw,Member,Food and beverages,6,14.181,297.801,2/5/19
725-54-0677,C,Naypyitaw,Member,Health and beauty,7,29.96,629.16,3/2/19
146-09-5432,A,Yangon,Member,Food and beverages,9,15.768,331.128,2/9/19
377-79-7592,C,Naypyitaw,Member,Electronic accessories,9,20.178,423.738,1/14/19
509-10-0516,B,Mandalay,Normal,Home and lifestyle,4,9.194,193.074,2/9/19
595-94-9924,A,Yangon,Member,Health and beauty,5,6.9325,145.5825,3/26/19
865-41-9075,A,Yangon,Normal,Food and beverages,7,4.0355,84.7455,1/28/19
545-07-8534,C,Naypyitaw,Normal,Health and beauty,2,5.832,122.472,2/14/19
118-62-1812,C,Naypyitaw,Member,Home and lifestyle,4,15.676,329.196,3/24/19
450-42-3339,C,Naypyitaw,Normal,Health and beauty,10,42.305,888.405,2/9/19
851-98-3555,B,Mandalay,Normal,Health and beauty,5,20.72,435.12,3/24/19
186-71-5196,A,Yangon,Member,Food and beverages,2,7.954,167.034,3/27/19
624-01-8356,B,Mandalay,Normal,Home and lifestyle,10,24.505,514.605,1/27/19
313-66-9943,B,Mandalay,Member,Food and beverages,3,4.3725,91.8225,3/27/19
151-27-8496,C,Naypyitaw,Normal,Electronic accessories,4,11.226,235.746,1/19/19
453-33-6436,A,Yangon,Normal,Home and lifestyle,8,37.248,782.208,2/7/19
522-57-8364,A,Yangon,Member,Fashion accessories,8,20.536,431.256,1/31/19
459-45-2396,A,Yangon,Member,Food and beverages,3,14.94,313.74,2/25/19
717-96-4189,C,Naypyitaw,Normal,Electronic accessories,6,10.647,223.587,2/2/19
722-13-2115,C,Naypyitaw,Member,Sports and travel,1,2.1425,44.9925,3/14/19
749-81-8133,A,Yangon,Normal,Fashion accessories,4,18.934,397.614,3/11/19
777-67-2495,B,Mandalay,Normal,Home and lifestyle,3,10.3455,217.2555,2/22/19
636-98-3364,B,Mandalay,Member,Electronic accessories,3,3.939,82.719,3/2/19
246-55-6923,C,Naypyitaw,Member,Home and lifestyle,9,16.1055,338.2155,3/10/19
181-82-6255,B,Mandalay,Normal,Home and lifestyle,6,4.911,103.131,2/8/19
838-02-1821,C,Naypyitaw,Member,Home and lifestyle,2,1.273,26.733,2/22/19
887-42-0517,C,Naypyitaw,Normal,Sports and travel,7,29.099,611.079,1/10/19
457-12-0244,C,Naypyitaw,Member,Sports and travel,6,10.566,221.886,3/14/19
226-34-0034,B,Mandalay,Normal,Electronic accessories,4,2.756,57.876,1/10/19
321-49-7382,B,Mandalay,Member,Sports and travel,1,4.4155,92.7255,2/15/19
397-25-8725,A,Yangon,Member,Health and beauty,9,17.829,374.409,1/13/19
431-66-2305,B,Mandalay,Normal,Electronic accessories,9,39.7125,833.9625,2/15/19
825-94-5922,B,Mandalay,Normal,Sports and travel,2,2.531,53.151,3/2/19
641-62-7288,B,Mandalay,Normal,Home and lifestyle,6,29.976,629.496,3/24/19
756-93-1854,C,Naypyitaw,Member,Fashion accessories,2,8.335,175.035,2/2/19
243-55-8457,A,Yangon,Normal,Food and beverages,10,37.22,781.62,2/27/19
458-10-8612,C,Naypyitaw,Normal,Health and beauty,7,22.428,470.988,1/20/19
501-61-1753,B,Mandalay,Normal,Home and lifestyle,6,18.945,397.845,1/3/19
235-06-8510,C,Naypyitaw,Member,Home and lifestyle,3,12.858,270.018,1/24/19
433-08-7822,C,Naypyitaw,Normal,Health and beauty,7,27.6115,579.8415,1/5/19
361-85-2571,A,Yangon,Normal,Sports and travel,5,22.37,469.77,3/30/19
131-70-8179,A,Yangon,Member,Health and beauty,3,13.8135,290.0835,2/17/19
500-02-2261,C,Naypyitaw,Normal,Food and beverages,6,17.187,360.927,3/21/19
720-72-2436,A,Yangon,Normal,Food and beverages,4,13.304,279.384,3/2/19
702-83-5291,C,Naypyitaw,Member,Fashion accessories,9,44.919,943.299,3/27/19
809-69-9497,A,Yangon,Normal,Home and lifestyle,10,22.84,479.64,1/19/19
449-16-6770,A,Yangon,Normal,Health and beauty,5,12.6975,266.6475,2/19/19
333-23-2632,A,Yangon,Member,Health and beauty,7,3.528,74.088,3/28/19
489-82-1237,A,Yangon,Normal,Electronic accessories,7,32.858,690.018,1/5/19
859-97-6048,C,Naypyitaw,Member,Electronic accessories,2,8.425,176.925,3/26/19
676-10-2200,B,Mandalay,Member,Fashion accessories,1,2.689,56.469,2/3/19
373-88-1424,C,Naypyitaw,Member,Home and lifestyle,5,8.9525,188.0025,2/6/19
365-16-4334,B,Mandalay,Normal,Food and beverages,8,10.572,222.012,2/24/19
503-21-4385,B,Mandalay,Member,Health and beauty,3,5.9865,125.7165,2/21/19
305-89-2768,B,Mandalay,Member,Home and lifestyle,3,3.285,68.985,1/9/19
574-80-1489,B,Mandalay,Member,Food and beverages,4,12.57,263.97,2/25/19
784-08-0310,C,Naypyitaw,Member,Food and beverages,4,4.208,88.368,1/13/19
200-40-6154,B,Mandalay,Member,Home and lifestyle,6,19.773,415.233,2/9/19
846-10-0341,A,Yangon,Normal,Fashion accessories,7,14.8995,312.8895,1/6/19
577-34-7579,C,Naypyitaw,Member,Food and beverages,9,22.7205,477.1305,1/10/19
430-02-3888,B,Mandalay,Normal,Electronic accessories,6,13.806,289.926,2/7/19
867-47-1948,C,Naypyitaw,Normal,Home and lifestyle,10,7.9,165.9,1/9/19
384-59-6655,A,Yangon,Member,Food and beverages,9,44.397,932.337,2/19/19
256-58-3609,C,Naypyitaw,Member,Fashion accessories,1,4.599,96.579,3/18/19
324-92-3863,A,Yangon,Member,Electronic accessories,2,2.089,43.869,2/5/19
593-08-5916,A,Yangon,Normal,Fashion accessories,1,0.775,16.275,3/19/19
364-34-2972,C,Naypyitaw,Member,Electronic accessories,3,14.523,304.983,3/30/19
794-42-3736,B,Mandalay,Normal,Food and beverages,2,3.333,69.993,1/26/19
172-42-8274,B,Mandalay,Normal,Electronic accessories,2,3.827,80.367,3/2/19
558-60-5016,A,Yangon,Normal,Home and lifestyle,9,14.985,314.685,3/4/19
195-06-0432,A,Yangon,Member,Home and lifestyle,3,12.1515,255.1815,1/13/19
605-03-2706,A,Yangon,Normal,Health and beauty,3,2.37,49.77,3/25/19
214-30-2776,B,Mandalay,Member,Electronic accessories,5,8.6225,181.0725,3/11/19
746-04-1077,B,Mandalay,Member,Food and beverages,10,42.315,888.615,1/1/19
448-34-8700,B,Mandalay,Member,Home and lifestyle,7,12.9185,271.2885,2/10/19
452-04-8808,B,Mandalay,Normal,Electronic accessories,7,30.478,640.038,1/26/19
